Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,lana,,,,,,,,LANA-SILVER-7,,,7,,,silver,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER_copy-3b03f960-1c07-4d03-bced-385f0a46e96f.jpg?v=1778070899,FALSE,,,,,,,,,,,,,,,,
,lana,,,,,,,,LANA-BLACK-7,,,7,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK_copy-de975e57-42fc-42f2-8d4f-9553a8cb1bf8.jpg?v=1778070895,FALSE,,,,,,,,,,,,,,,,
,lana,,,,,,,,LANA-GOLD-8,,,8,,,gold,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_GOLD_copy-9fdda47f-82ec-4f08-af8b-5fdd0cf662a9.jpg?v=1778070897,FALSE,,,,,,,,,,,,,,,,
,lana,,,,,,,,LANA-SILVER-8,,,8,,,silver,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER_copy-3b03f960-1c07-4d03-bced-385f0a46e96f.jpg?v=1778070899,FALSE,,,,,,,,,,,,,,,,
,lana,,,,,,,,LANA-BLACK-8,,,8,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK_copy-de975e57-42fc-42f2-8d4f-9553a8cb1bf8.jpg?v=1778070895,FALSE,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_GOLD_PU-HEEL_copy-528b8429-7c5e-4084-9649-edda0829cebc.jpg?v=1778070896,2,gold,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_GOLD_PU-FRONT_copy-80af7d00-8c37-4607-8d4a-337582445278.jpg?v=1778070896,3,gold,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_GOLD_PU-ABOVE_copy-e4f1ce5a-5521-49c1-90a9-af89523ed10e.jpg?v=1778070895,4,gold,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_GOLD_PU-SIDE_copy-aa445285-94e0-443a-92e6-7cb217664663.jpg?v=1778070897,5,gold,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_GOLD_PU-INSTEP_copy-98c18639-9979-4f34-9716-24d89bba0c7b.jpg?v=1778070896,6,gold,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_GOLD_PU-SOLE_copy-eb97470e-4ae7-4f41-ae09-1eeec62b38ce.jpg?v=1778070896,7,gold,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER_PU-HEEL_copy-c5f0323f-2150-4100-b08b-2a1eab3ee941.jpg?v=1778070897,8,silver,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER-PU-FRONT_copy-5077ccf0-d02c-4e24-94a0-411d555ac21e.jpg?v=1778070897,9,silver,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER-PU-ABOVE_copy-c647e944-0977-4253-9ba2-096acee9b79e.jpg?v=1778070898,10,silver,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER_PU-SIDE_copy-36f73c3a-fa0e-40af-84ee-4465db28c5c6.jpg?v=1778070898,11,silver,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER_PU-INSTEP_copy-425da2c5-6d72-44dc-8089-045d37826126.jpg?v=1778070897,12,silver,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_SILVER_PU-SOLE_copy-826024cb-880a-43a7-b9e4-d3d429ff550e.jpg?v=1778070898,13,silver,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK_PU-SIDE_copy-c6e1322f-e83e-466b-8c1d-f5453f2b3b95.jpg?v=1778070895,14,black,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK_PU-FRONT_copy-f846f794-de45-4c70-99a3-2f487857be64.jpg?v=1778070894,15,black,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK-PU-HEEL_copy-d61cc333-aa1a-43aa-8ba6-4078cff082fd.jpg?v=1778070895,16,black,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK_PU-ABOVE_copy-6112be2e-6953-47bb-ab53-67ac74d666ba.jpg?v=1778070894,17,black,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK_PU-INSTEP_copy-658a7f01-c467-4b17-8455-cafbb7b25493.jpg?v=1778070895,18,black,,,,,,,,,,,,,,,,,,
,lana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/LANA_BLACK_PU-SOLE_copy-fd8b67f2-2dc7-430d-82fc-064dac55e4c8.jpg?v=1778070895,19,black,,,,,,,,,,,,,,,,,,
Chloe,chloe,"<p>Experience luxurious comfort with every step in Malow heels. Created with an ultra-padded footbed, gentle arch support and super soft materials, they will ensure you look and feel fabulous from day to night. This timeless sandal features a clean, minimalist silhouette with a smooth single front strap and a supportive ankle strap and buckle. The sturdy mid-height block heel provides comfortable lift and stability, for all day wear and for any occasion.</p><ul><li>Extra thick memory foam footbed</li><li>Built-in gentle arch support</li><li>Super soft vegan upper &amp; lining</li><li>Signature pink sole with branded metal tab</li><li>Heel height approx. 5.5 cm</li></ul>",MALOW London,Apparel & Accessories > Shoes,Women's footwear,"wedding, everyday, Bestseller",TRUE,Active,CHLOE-CREAM-3,,UK size,3,,Color,cream,product.metafields.shopify.color-pattern,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_copy-b7fe0013-cfcb-45f3-b03d-92039bcba438.jpg?v=1778070888,1,cream,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_copy-b7fe0013-cfcb-45f3-b03d-92039bcba438.jpg?v=1778070888,FALSE,Chloe | MALOW London,Diamanté cage slingback with kitten heel,cream; black; pink; mocha,Apparel & Accessories > Shoes,Female,Adult (13+ years old),,,,,,,,,,
,chloe,,,,,,,,CHLOE-BLACK-3,,,3,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK_copy-4b569fa5-76a8-4aa3-853d-8ea0792aec8a.jpg?v=1778070886,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-PINK-3,,,3,,,pink,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_PINK_copy-1df76ef7-191b-482d-865c-42a3afb61835.jpg?v=1778070890,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-MOCHA-3,,,3,,,mocha,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_MOCHA_copy-65c316b0-bdac-4a7f-aa32-f8a14a783c1b.jpg?v=1778070889,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-CREAM-4,,,4,,,cream,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_copy-b7fe0013-cfcb-45f3-b03d-92039bcba438.jpg?v=1778070888,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-BLACK-4,,,4,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK_copy-4b569fa5-76a8-4aa3-853d-8ea0792aec8a.jpg?v=1778070886,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-PINK-4,,,4,,,pink,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_PINK_copy-1df76ef7-191b-482d-865c-42a3afb61835.jpg?v=1778070890,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-MOCHA-4,,,4,,,mocha,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_MOCHA_copy-65c316b0-bdac-4a7f-aa32-f8a14a783c1b.jpg?v=1778070889,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-CREAM-5,,,5,,,cream,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_copy-b7fe0013-cfcb-45f3-b03d-92039bcba438.jpg?v=1778070888,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-BLACK-5,,,5,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK_copy-4b569fa5-76a8-4aa3-853d-8ea0792aec8a.jpg?v=1778070886,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-PINK-5,,,5,,,pink,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_PINK_copy-1df76ef7-191b-482d-865c-42a3afb61835.jpg?v=1778070890,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-MOCHA-5,,,5,,,mocha,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_MOCHA_copy-65c316b0-bdac-4a7f-aa32-f8a14a783c1b.jpg?v=1778070889,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-CREAM-6,,,6,,,cream,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_copy-b7fe0013-cfcb-45f3-b03d-92039bcba438.jpg?v=1778070888,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-BLACK-6,,,6,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK_copy-4b569fa5-76a8-4aa3-853d-8ea0792aec8a.jpg?v=1778070886,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-PINK-6,,,6,,,pink,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_PINK_copy-1df76ef7-191b-482d-865c-42a3afb61835.jpg?v=1778070890,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-MOCHA-6,,,6,,,mocha,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_MOCHA_copy-65c316b0-bdac-4a7f-aa32-f8a14a783c1b.jpg?v=1778070889,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-CREAM-7,,,7,,,cream,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_copy-b7fe0013-cfcb-45f3-b03d-92039bcba438.jpg?v=1778070888,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-BLACK-7,,,7,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK_copy-4b569fa5-76a8-4aa3-853d-8ea0792aec8a.jpg?v=1778070886,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-PINK-7,,,7,,,pink,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_PINK_copy-1df76ef7-191b-482d-865c-42a3afb61835.jpg?v=1778070890,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-MOCHA-7,,,7,,,mocha,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_MOCHA_copy-65c316b0-bdac-4a7f-aa32-f8a14a783c1b.jpg?v=1778070889,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-CREAM-8,,,8,,,cream,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_copy-b7fe0013-cfcb-45f3-b03d-92039bcba438.jpg?v=1778070888,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-BLACK-8,,,8,,,black,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK_copy-4b569fa5-76a8-4aa3-853d-8ea0792aec8a.jpg?v=1778070886,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-PINK-8,,,8,,,pink,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_PINK_copy-1df76ef7-191b-482d-865c-42a3afb61835.jpg?v=1778070890,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,CHLOE-MOCHA-8,,,8,,,mocha,,,,,75.00,,,TRUE,,,,,,shopify,0,DENY,650,g,TRUE,manual,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_MOCHA_copy-65c316b0-bdac-4a7f-aa32-f8a14a783c1b.jpg?v=1778070889,FALSE,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM-HEEL_copy-2521d8be-31a9-475d-8dc3-18f4723ec8c7.jpg?v=1778070887,2,cream,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM-FRONT_copy-caf47edb-5621-4ba3-8969-bedb632bc513.jpg?v=1778070887,3,cream,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM-ABOVE_copy-f6f5e489-cc7b-46a1-8ae4-eeef5e53f82d.jpg?v=1778070886,4,cream,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM-SIDE_copy-a9d8afc1-3d0e-4a14-94a5-993802095a84.jpg?v=1778070887,5,cream,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM-INSTEP_copy-a38e7084-0a13-4ecc-bfdb-f652f2e4d54b.jpg?v=1778070887,6,cream,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_CREAM_PU-SOLE_copy-ff1023bb-bfe5-4727-9f75-675fcf1c9a2c.jpg?v=1778070887,7,cream,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK-HEEL_copy-b821fe96-83c0-4164-a236-903745049d1d.jpg?v=1778070885,8,black,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK-FRONT_copy-5d949d95-ab56-4fbe-a4a4-d6f18597f6c4.jpg?v=1778070885,9,black,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK-ABOVE_copy-4cba9e05-60dc-4e10-8f5d-7800df36c048.jpg?v=1778070885,10,black,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK-SIDE_copy-bc554096-5ee8-4d3c-b159-39ea91d565b7.jpg?v=1778070886,11,black,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK-INSTEP_copy-c034d8f5-758f-4c20-a7cc-d413e7102958.jpg?v=1778070886,12,black,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_BLACK_PU-SOLE_copy-01a33d9c-7373-4885-85aa-00d60e5b3530.jpg?v=1778070886,13,black,,,,,,,,,,,,,,,,,,
,chloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0980/9883/9879/files/CHLOE_PINK-FRONT_copy-027b200b-37e0-4e43-9216-a426d63aaa2d.jpg?v=1778070889,14,pink,,,,,,,,,,,,,,,,,,
